Title,Artist,Year,Country,Thumbnail
|b'The Coast at Cagnes, Sea, Mountains'|,b'Auguste Renoir',b'Mountains',b'FR',https://az334034.vo.msecnd.net/images-2/the-coast-at-cagnes-sea-mountains-pierre-auguste-renoir-4c081b77.jpg
