Title,Artist,Year,Country,Thumbnail
|b'At Binsey, near Oxford'|,b'George Price Boyce',b'1862',,https://az334033.vo.msecnd.net/images-3/at-binsey-near-oxford-george-price-boyce-1862-2424b30d.jpg
b'Le 14 juillet \xc3\xa0 Marly',b'Alfred Sisley',b'1875',b'GB',https://az334033.vo.msecnd.net/images-7/le-14-juillet-a-marly-alfred-sisley-1875-fb4d450f.jpg
