Title,Artist,Year,Country,Thumbnail
|b'Gimcrack On Newmarket Heath, with a Trainer, a Stable-lad...'|,b'George Stubbs',b'Stable-lad...',b'GB',https://az333960.vo.msecnd.net/images-0/gimcrack-on-newmarket-heath-with-a-trainer-a-stable-lad-and-a-jockey-george-stubbs-74feb2e2.jpg
