Title,Artist,Year,Country,Thumbnail
|b'Mauna Kea from Wailoa River at Sunrise, Hilo'|,b'D. Howard Hitchcock',b'1895',,https://az333960.vo.msecnd.net/images-4/mauna-kea-from-wailoa-river-at-sunrise-hilo-d-howard-hitchcock-1895-72e3f7ab.jpg
b'Kilauea Volcano and Rain Forest',b'Jules Tavernier',b'1885',,https://az333959.vo.msecnd.net/images-8/kilauea-volcano-and-rain-forest-jules-tavernier-1885-eedb6d94.jpg
|b"Halema'uma'u Crater, Kilauea Volcano"|,b'Jules Tavernier',b'1887',,https://az334033.vo.msecnd.net/images-5/halema-uma-u-crater-kilauea-volcano-jules-tavernier-1887-3f6f095f.jpg
