Title,Artist,Year,Country,Thumbnail
|b"Hadrian's Arch, Rome"|,b'Hendrik Frans van Lint',b'1754',,https://az333960.vo.msecnd.net/images-4/hadrian-s-arch-rome-hendrik-frans-van-lint-1754-a33e15ec.jpg
|b'Campo Vaccino, Rome'|,b'Hendrik Frans van Lint',b'1750',,https://az334033.vo.msecnd.net/images-1/campo-vaccino-rome-hendrik-frans-van-lint-1750-e064fd16.jpg
