Title,Artist,Year,Country,Thumbnail
|b'Bonaparte, Premier Consul'|,b'Antoine-Jean Gros',b'1802',,https://az333959.vo.msecnd.net/images-7/bonaparte-premier-consul-antoine-jean-gros-1802-a94fc616.png
