Title,Artist,Year,Country,Thumbnail
|b'Astronomer Copernicus, or Conversations with God'|,b'Jan Matejko',b'1873',,https://az334034.vo.msecnd.net/images-6/astronomer-copernicus-or-conversations-with-god-jan-matejko-1873-7d867a20.jpg
