Title,Artist,Year,Country,Thumbnail
b'Portrait of Booker T. Washington',b'Henry Ossawa Tanner',b'1917',b'US',https://az334033.vo.msecnd.net/images-2/portrait-of-booker-t-washington-henry-ossawa-tanner-1917-ab815656.jpg
