Title,Artist,Year,Country,Thumbnail
b'The Crossing Sweeper',b'William Powell Frith',b'1858',,https://az334033.vo.msecnd.net/images-3/the-crossing-sweeper-william-powell-frith-1858-a64f25ca.jpg
|b'Trafalgar Square, by Moonlight'|,b'Henry Pether',b'Moonlight',,https://az333959.vo.msecnd.net/images-5/trafalgar-square-by-moonlight-henry-pether-d0137e30.jpg
|b'A Panoramic View of London, from the Tower of St....'|,b'Pierre Pr\xc3\xa9vost',b'1815',,https://az333960.vo.msecnd.net/images-0/a-panoramic-view-of-london-from-the-tower-of-st-margaret-s-church-westminster-pierre-prevost-1815-aceb1158.jpg
|b"Interior of Henry VII's Chapel, Westminster Abbey"|,b'Canaletto',b'1753',b'IT',https://az334033.vo.msecnd.net/images-5/interior-of-henry-vii-s-chapel-westminster-abbey-canaletto-1753-04d78f85.jpg
