Title,Artist,Year,Country,Thumbnail
|b'Indian Sacrifice, Kaaterskill Falls and North-South Lake'|,b'Thomas Cole',b'1826',b'US',https://az333959.vo.msecnd.net/images-6/indian-sacrifice-kaaterskill-falls-and-north-south-lake-thomas-cole-1826-d44ebd84.jpg
