Title,Artist,Year,Country,Thumbnail
|b'The Death of Major Peirson, 6 January 1781'|,b'John Singleton Copley',b'1783',b'US',https://az333960.vo.msecnd.net/images-8/the-death-of-major-peirson-6-january-1781-john-singleton-copley-1783-88fff960.jpg
