Title,Artist,Year,Country,Thumbnail
|b'Rue de L\xc2\xb4Hermitage, Pontoise'|,b'Camille Pissarro',b'Pontoise',b'FR',https://az334033.vo.msecnd.net/images-2/rue-de-l-hermitage-pontoise-camille-pissarro-37f6b64c.jpg
