Title,Artist,Year,Country,Thumbnail
b'A young woman with a glass and flagon',b'Frans Hals',b'1635',b'NL',https://az334033.vo.msecnd.net/images-8/a-young-woman-with-a-glass-and-flagon-frans-hals-1635-c0f6bdf3.jpg
