Title,Artist,Year,Country,Thumbnail
|b'Skull, Money Bags, and Documents'|,b'N.L. Peschier',b'Documents',,https://az333960.vo.msecnd.net/images-3/skull-money-bags-and-documents-n-l-peschier-f9d53b28.jpg
|b'View of the north choir of the St. Bavokerk, Haarlem'|,b'Pieter Jansz. Saenredam',b'Haarlem',b'NL',https://az334033.vo.msecnd.net/images-9/view-of-the-north-choir-of-the-st-bavokerk-haarlem-pieter-jansz-saenredam-214a7ffb.jpg
