Title,Artist,Year,Country,Thumbnail
|b'The Louvre, Spring, Morning, Sunlight (First Series)'|,b'Camille Pissarro',b'Series)',b'FR',https://az334034.vo.msecnd.net/images-8/the-louvre-spring-morning-sunlight-first-series-camille-pissarro-99b8d0da.jpg
