Title,Artist,Year,Country,Thumbnail
|b'Meteoric Display of February 9, 1913, as seen near High Park'|,b'Gustav Hahn',b'1913',,https://az334034.vo.msecnd.net/images-5/meteoric-display-of-february-9-1913-as-seen-near-high-park-gustav-hahn-1913-4f70c154.jpg
